response_id	tweet_id	user_id	screen_name	retweet_count	text	source	url	has_image	has_video	media_url	is_retweet	is_quote	in_reply_to_id	in_reply_to_url	id	tweet_id	annotator	impression	information	affect	channel	severity_value	severity_explanation	comments	created_at	intent	other_intent	is_reconciling	collapsed_code

1587	832050801572970496	4026332440	TriggalilSis	2	RT @LilV0N: Choyces a goofy 😂	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/832050801572970496	f	f	""	t	f	""	""	1587	832050801572970496	William	someone making a joke about TriggalilSis meaning to be funny not hurtful.	"[""supply""	""repeat""]"	"[""entertain""]"	f	0.0	Not threatening also missing context because the original user LilV0N is private.	TriggalilSis is retweeting a tweet from LilV0N who is saying that TriggalilSis is lame silly stupid. LilV0N is clearly doing this to be funny not as a true diss to TriggalilSis. LilV0N's profile is private so we are missing the context of why this may have been said.	2017-06-20 12:25:57.00401	"[""RETWEET""	""CONVO""	""DELETED""	""JOKE""]"	""	f	"[""Other""]"

870	832055015472766978	595521082	TaraBaybeee	0	Ughhhh this shit not right	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/832055015472766978	f	f	""	f	f	""	""	870	832055015472766978	Chloe	Something wrong or unfair happened	"[""supply""]"	"[""neg_sentiment""]"	f	0.0	This tweet is not threatening. Tweet is a reflection	"Tweet is in response to learning of a friends death expresses that his death isn't right. Expresses frustration at the situation by use of Ughhhh.  



'this is not right'"	2017-06-01 16:31:34.947658	"[""LOSS""	""REFLECT""]"	""	f	"[""Loss""	""Other""]"

812	832055015472766978	595521082	TaraBaybeee	0	Ughhhh this shit not right	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/832055015472766978	f	f	""	f	f	""	""	812	832055015472766978	Ian	Tweeter is upset about something.	"[""supply""]"	"[""neg_sentiment""]"	f	0.0	Tweeter is upset about something.  But it is not threatening.	The tweeter is is saying that things are not right after her friend recently died.  She does not tag anyone or refer to anything specifically in the tweet.  0 retweets comments likes.	2017-05-30 14:11:49.427739	"[""LOSS""	""SAD""	""GEN""]"	""	f	"[""Loss""	""Other""]"

1237	808923367906611200	575461536	Bossman_Bucks	187	RT @HeGotCLOUT: Mood:✨😻💦🍆 http://t.co/59MHQu02Mp	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/808923367906611200	f	t	http://pbs.twimg.com/ext_tw_video_thumb/638889603504582656/pu/img/8KJdzE3Y96Um0X0f.jpg	t	f	""	""	1237	808923367906611200	Chloe	The user is retweeting a young man that had a tweet with a video attached. But the account the video came from has been suspended.	"[""supply""	""repeat""]"	""	f	0.0	This tweet is not threatening.	"The user is retweeting a young man that had a tweet with a video attached. But the account the video came from has been suspended. The user tweeted Mood with a series of emojis including sparkle emoji smiling cat with heart eyes sweat drop and eggplant emoji. I'm not sure what the tweet is referring to without the video. I'm guessing it might be something sexual since the sweat drop emoji and eggplant emoji are being used together. The user probably agreed with this tweet and wanted to share it on his timeline.



'Mood'"	2017-06-12 19:36:46.420101	"[""RETWEET""	""DELETED""	""SEX""]"	""	f	"[""Other""]"

1133	808923367906611200	575461536	Bossman_Bucks	187	RT @HeGotCLOUT: Mood:✨😻💦🍆 http://t.co/59MHQu02Mp	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/808923367906611200	f	t	http://pbs.twimg.com/ext_tw_video_thumb/638889603504582656/pu/img/8KJdzE3Y96Um0X0f.jpg	t	f	""	""	1133	808923367906611200	Kyle	Bossman_Bucks is retweeting a message from hegotclout that expresses some kind of excited and loving message--possibly sexual. the linked content is no longer available so unsure.	"[""supply""	""repeat""]"	"[""pos_sentiment""]"	f	0.0	This is a retweet of something but doesn't seem to have any kind of threat in it.	Bossman_Bucks retweets a message about someone else's mood in relation to a twitter post. The content is unavailable.	2017-06-09 14:08:02.869443	"[""RETWEET""]"	""	f	"[""Other""]"

598	833919524630036482	277626512	younggodumb	1	RT @_xsavannah__: Happy bday bro love you stay safe ❤️🤞🏼@younggodumb	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/833919524630036482	f	f	""	t	f	""	""	598	833919524630036482	Ian	Person telling her friend/brother happy birthday.	"[""supply""	""repeat""]"	"[""pos_sentiment""	""nice""]"	t	0.0	Person saying happy birthday.  Not threatening.	Person saying happy birthday to a friend or family member.  0 likes 1 retweet 0 comments.	2017-05-23 18:47:21.935144	"[""REL""	""HAPPY""	""RETWEET""]"	""	f	"[""Other""]"

442	833919524630036482	277626512	younggodumb	1	RT @_xsavannah__: Happy bday bro love you stay safe ❤️🤞🏼@younggodumb	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/833919524630036482	f	f	""	t	f	""	""	442	833919524630036482	Kyle	This is a retweet from a friend of younggodumb who wished him a happy birthday and hoped that he stays safe.	"[""supply""	""repeat""]"	"[""pos_sentiment""	""nice""]"	t	0.0	This is a happy birthday message	_xsavannah__ is wishing younggodumb a happy birthday younggodumb retweeted the post.	2017-05-19 11:06:26.396095	"[""CONVO""]"	birthday	f	"[""Other""]"

505	834103754764984323	277626512	younggodumb	1	RT @hershey_sluggin: @younggodumb hbd	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/834103754764984323	f	f	""	t	f	""	""	505	834103754764984323	William	He is retweeting someone from his neighborhood who wished him a happy birthday.	"[""supply""	""repeat""]"	"[""pos_sentiment""]"	f	0.0	Not threatening wishing happy birthday.	This user is retweeting someone wishing him a happy birthday. She seems to be from his neighborhood. 'hbd'  'happy birthday'	2017-05-22 14:36:30.041503	"[""HAPPY""	""RETWEET""]"	Birthday	f	"[""Other""]"

555	834103754764984323	277626512	younggodumb	1	RT @hershey_sluggin: @younggodumb hbd	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/834103754764984323	f	f	""	t	f	""	""	555	834103754764984323	Kyle	This is a retweet from hershey_sluggin who wished younggodumb happy birthday	"[""supply""	""repeat""]"	"[""pos_sentiment""]"	f	0.0	This is a birthday tweet	hershey_sluggin wishes younggodumb a happy birthday.	2017-05-23 11:25:56.647683	"[""CONVO""]"	birthday	f	"[""Other""]"

666	833919772567928832	277626512	younggodumb	1	@_xsavannah__ thanks sis love you 2	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/833919772567928832	f	f	""	f	f	833919251266301952	http://twitter.com/statuses/833919251266301952	666	833919772567928832	Desmond	A very positive tweet between users to indicate a positive emotional state ( love).	"[""supply""]"	"[""pos_sentiment""	""nice""]"	t	0.0	this tweet is all about love. responding to a birthday message.	"the author of the tweet is responding to a birthday message in which the original user says ""love you and stay safe"""	2017-05-24 17:27:15.942756	"[""HAPPY""]"	""	f	"[""Other""]"

600	833919772567928832	277626512	younggodumb	1	@_xsavannah__ thanks sis love you 2	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/833919772567928832	f	f	""	f	f	833919251266301952	http://twitter.com/statuses/833919251266301952	600	833919772567928832	Ian	Thanking and responding to another person.	"[""supply""]"	"[""pos_sentiment""	""nice""]"	t	0.0	Person saying thank you.  Not threatening.	younggodumb saying thank you to someone and that he loves them.  This person told him happy birthday.  1 retweet 0 likes 0 comments.	2017-05-23 18:50:45.443681	"[""CONVO""]"	""	f	"[""Other""]"

444	833919772567928832	277626512	younggodumb	1	@_xsavannah__ thanks sis love you 2	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/833919772567928832	f	f	""	f	f	833919251266301952	http://twitter.com/statuses/833919251266301952	444	833919772567928832	Kyle	This is a reply from younggodumb to a person he considers his sister by blood or other means He thanks her for the birthday wish and tells her he loves her .	"[""supply""]"	"[""pos_sentiment""	""nice""]"	t	0.0	This is a thank you message in response to a happy birthday wish.	Younggodumb is thanking his sister for wishing him a happy birthday and tells her he loves her.	2017-05-19 11:12:08.505638	"[""CONVO""]"	birthday	f	"[""Other""]"

894	832254354191216640	595521082	TaraBaybeee	130	RT @sweatsXstew: May God Be With Chicago	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/832254354191216640	f	f	""	t	f	""	""	894	832254354191216640	Chloe	Hope that God is watching and protecting Chicago	"[""supply""	""repeat""]"	""	f	0.0	This tweet is not threatening. The tweet is expressing hope for God to be with Chicago	"The user retweeted a tweet by a young woman expressing a hope for God to be with the city of Chicago. Probably in the sense to have God watch over and protect Chicago. The user is most likely expressing hope for God to watch over Chicago due to the recent murders that took place and the death of her friend Ju. The user probably agreed with the tweet and wanted to share it on her timeline.



'May God be with Chicago'"	2017-06-02 18:11:57.641182	"[""RETWEET""]"	""	f	"[""Other""]"

980	832254354191216640	595521082	TaraBaybeee	130	RT @sweatsXstew: May God Be With Chicago	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/832254354191216640	f	f	""	t	f	""	""	980	832254354191216640	William	this user is retweeting a tweet that resonates with her. expressing that she needs God to be with Chicago.	"[""supply""	""repeat""]"	""	f	0.0	Not threatening.	This user is retweeting a tweet from another young woman that resonates with her. The original tweet is asking God to be with Chicago. I assume because of all the violence and bad things happening in the city.	2017-06-05 15:20:54.85675	"[""GEN""]"	""	f	"[""Other""]"

773	829762557443452928	595521082	TaraBaybeee	0	@TaraBaybeee been doing this 😘	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/829762557443452928	f	f	""	f	f	781610512916242432	http://twitter.com/statuses/781610512916242432	773	829762557443452928	Kyle	"This is a retweeted picture that TaraBaybee took in September of last year. She said ""been doing this"" which I think means that she has been using snapchat to take selfies with dramatic filters/she really likes how she looked in this picture."	"[""supply""	""repeat""]"	"[""pos_sentiment""]"	f	0.0	This is about a picture she really liked of herself.	TaraBaybee retweets a picture she took of herself last September that she appears to really like. The new message along with the retweeted picture seems to indicate that she has been doing something related to the picture but no further context is given.	2017-05-30 12:49:54.81635	"[""HAPPY""	""RETWEET""]"	""	f	"[""Other""]"

905	829762557443452928	595521082	TaraBaybeee	0	@TaraBaybeee been doing this 😘	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/829762557443452928	f	f	""	f	f	781610512916242432	http://twitter.com/statuses/781610512916242432	905	829762557443452928	William	she is responding to one of her own tweets from last year where she is tweeting a selfie of herself. She wants it to show up on people's timelines again.	"[""supply""	""repeat""]"	"[""pos_sentiment""]"	f	0.0	Not threatening responding to one of her older tweets.	This user is responding and tagging her older tweet which is a selfie of her in a mirror with a filter from snapchat which allows you to have a flower grown on your head in the photo. This is a photo that she has responded to consistently for months so that it will continue to show up on people's timelines. She says that she 'been doing this' meaning that she has been looking good and uses a kissing emoji to show that she is being playful and feeling good about herself.	2017-06-03 21:46:41.085754	"[""HAPPY""	""APEAR""]"	Selfie / Self Promotional (photo)	f	"[""Other""]"

578	824002660567224320	595521082	TaraBaybeee	3	RT @TaedoeDaSHOOTA_: It Summer Day 💙 Long Live Yu Sis 😥 We Miss Yu Baby Girl Forever Love Yu Baby Girl 💛 #LongLiveBabyGirl	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/824002660567224320	f	f	""	t	f	""	""	578	824002660567224320	William	this user is retweeting a young man who is gang involved. He is tweeting about their friend summer who was killed a year ago to this day. expressing how he misses and loves her.	"[""supply""	""repeat""]"	"[""neg_sentiment""]"	f	0.0	Not threatening memorializing their friend summer. Expressing grief.	"This user is retweeting another user who seems to be gang involved. This other user is tweeting a memorial post about their mutual friend summer who died a year ago naming today ""Summer Day"". Expressing grief missing and loving her. Pronouncing that her memory will live on. Using heart emojis and a crying emoji to further express love and sadness."	2017-05-23 16:37:12.540538	"[""LOSS""	""SAD""	""RETWEET""]"	Memorial	f	"[""Loss""	""Other""]"

693	824002660567224320	595521082	TaraBaybeee	3	RT @TaedoeDaSHOOTA_: It Summer Day 💙 Long Live Yu Sis 😥 We Miss Yu Baby Girl Forever Love Yu Baby Girl 💛 #LongLiveBabyGirl	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/824002660567224320	f	f	""	t	f	""	""	693	824002660567224320	Ian	Retweet mourning the death of a friend named Summer.	"[""supply""	""repeat""]"	"[""neg_sentiment""]"	f	0.0	Person mourning the one year anniversary of a friend.  Not threatening.	Retweet of someone mourning the death of Summer a friend of tarabaybeee.  3 retweets 4 likes 0 comments.	2017-05-26 13:30:14.036928	"[""LOSS""	""SAD""	""DEATH""	""RETWEET""	""REFLECT""]"	""	f	"[""Loss""	""Other""]"

1502	820266308445110272	575461536	Bossman_Bucks	1	RT @DopeAndShrimp: I ain't been to sleep since yesterday morning at 5🤦🏾‍♂️🤦🏾‍♂️	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/820266308445110272	f	f	""	t	f	""	""	1502	820266308445110272	Kyle	bossman_bucks is retweeting a message from dopeandshrimp mentioning that he hasn't been to sleep in a long time a little over 24 hours.	"[""supply""	""repeat""]"	"[""neg_sentiment""]"	f	0.0	This is about not having fallen asleep.	bossman_bucks retweets a tweet from dopeandshrimp talking about him not being asleep for a little over 24 hours.	2017-06-19 11:10:29.457703	"[""HEALTH""]"	""	f	"[""Other""]"

1061	820266308445110272	575461536	Bossman_Bucks	1	RT @DopeAndShrimp: I ain't been to sleep since yesterday morning at 5🤦🏾‍♂️🤦🏾‍♂️	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/820266308445110272	f	f	""	t	f	""	""	1061	820266308445110272	Ian	Retweet of someone who hasn't slept in two days.	"[""supply""]"	""	f	0.0	Tweeter talking about not sleeping. Not threatening.	Retweet of a person who could not sleep since two days before.  Unknown why.  1 retweet 1 like 0 comments.	2017-06-06 17:29:50.624462	"[""RETWEET""]"	""	f	"[""Other""]"

2135	832053099657314305	4026332440	TriggalilSis	2	RT @Finni_Riann: Choyces thick but she can be a lil thicker 😏	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/832053099657314305	f	f	""	t	f	""	""	2135	832053099657314305	Allison	Choyces is thick but can be thicker.	"[""supply""	""repeat""]"	"[""notsure""]"	f	0.0	No threat this tweet is about physical apperance.	"TriggalilSis retweeted Finni_Riann's post. The term thick refers to size of the body. Finni_Riann a female says Choyces could be thicker adding the smiling face emoji. I would think that the comment isn't to be taken harshly but in a friendly way. Choyces retweeted a post from May 2015.



""Choyces is think but she could be a little more thicker."""	2017-07-12 00:53:53.70754	"[""GEN""	""RETWEET""	""APEAR""]"	""	f	"[""Other""]"

1691	832053099657314305	4026332440	TriggalilSis	2	RT @Finni_Riann: Choyces thick but she can be a lil thicker 😏	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/832053099657314305	f	f	""	t	f	""	""	1691	832053099657314305	Chloe	She's saying that choyces is think refering to her body as not being skinny or fat but having curves. but she adds she could be thicker.	"[""supply""	""repeat""]"	""	f	0.0	This tweet is not threatening.	"TriggalilSis is retweeting a young woman who is saying that choyces is think refering to her body as not being skinny or fat but having curves. but he adds she could be thicker. She adds a smirking face. TriggalilSis most likely wanted to share what the user thought of her on her timeline.



'Choyces is thick but she can be thicker'"	2017-06-21 20:05:55.586162	"[""CONVO""	""APEAR""]"	""	f	"[""Other""]"

2137	832053141025783813	4026332440	TriggalilSis	2	RT @kaeeguwapp_: &amp; I Love The How CHOYCES Coming! Keep It Up Rod.	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/832053141025783813	f	f	""	t	f	""	""	2137	832053141025783813	Allison	I like how Choyces is looking	"[""supply""	""repeat""]"	"[""pos_sentiment""]"	f	0.0	No threat.	"TriggalilSis is retweeting kaeeguwapp_'s post from May 2015. Kaeeguwapp_ hasn't posted since December 2015 in her bio she lists something about Trigga ""TRIGGALIVINGPROOF."" Not sure what that refers too. Kaeeguwapp_ must know TriggalilSis a little more. In kaeeguwapp_'s post ""keep it up Rod"" I'm thinking Rod is someone. TriggalilSis is retweeting tweets that have her name listed in them.



""And I love the way Choyces is coming. Keep it up Rod."""	2017-07-12 01:21:04.672178	"[""GEN""	""RETWEET""]"	""	f	"[""Other""]"

1693	832053141025783813	4026332440	TriggalilSis	2	RT @kaeeguwapp_: &amp; I Love The How CHOYCES Coming! Keep It Up Rod.	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/832053141025783813	f	f	""	t	f	""	""	1693	832053141025783813	Chloe	Videos or posts involving choyces have been coming up on peoples timelines. I think Rod may be posting them as well.	"[""supply""	""repeat""]"	""	f	0.0	This tweet is not threatening.	"TriggalilSis is retweeting a young woman who is saying how she loves that choyces keeps coming. This is most likely to choyces posting some kind of video or posts that have been entertaining people. The user adds to Rod to keep it up possibly Rod is posting the videos or sharing them. TriggalilSis most likely wanted to share what people were saying about her and share it on her timeline.



'I love how Choyces keeps coming. Keep it up Rod.'"	2017-06-22 13:49:42.466065	"[""RETWEET""]"	""	f	"[""Other""]"

2157	832053547730661376	4026332440	TriggalilSis	2	RT @TriggaRightHand: Choyces Bday Need To come on I'm ready to T'Upp Cus Trigga &amp; my shxt next 😉⛽️💯 @RIP_SAMEERE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/832053547730661376	f	f	""	t	f	""	""	2157	832053547730661376	Allison	Choyces birthday party is coming up. This person is ready to have fun and get crazy.	"[""supply""	""repeat""]"	"[""pos_sentiment""]"	f	0.0	No threat. TriggaRightHand is excited about the party.	"TriggalilSis (aka Choyces) is going to be having a birthday soon. TriggaRightHand posted this comment back in April 2015 and TriggalilSis is retweeting it. TriggRightHand by his name sounds like that he might have been a close friend to Trigga who is TriggalilSis's dead brother. This tweet shows excitement and ready for fun. ""T'Upp"" meaning turn up which is another way to say getting crazy in order to have fun. He says ""my shxt next"" which I took as his birthday celebration was coming up. The gas emoji was used I think to emphasize excitement and ""hype.""



""Choyces birthday needs to hurry up and come I'm ready to get crazy because Trigga and my birthday next."""	2017-07-12 12:05:09.106706	"[""GEN""	""RETWEET""]"	""	f	"[""Other""]"

1787	832053547730661376	4026332440	TriggalilSis	2	RT @TriggaRightHand: Choyces Bday Need To come on I'm ready to T'Upp Cus Trigga &amp; my shxt next 😉⛽️💯 @RIP_SAMEERE	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/832053547730661376	f	f	""	t	f	""	""	1787	832053547730661376	Chloe	He wants choyces birthday to come quicker he's ready to tear it up and Trigga and his birthday is next.	"[""supply""	""repeat""]"	""	f	0.0	This tweet is not threatening.	"TriggalilSis is retweeting a young man who is saying that he wants her birthday to come quicker and that he's ready to tear it up ""t'up"". He says that Trigga and his birthday is next. He includes a winking face most likely to say he's ready to t'up and celebrate. A gas tank emoji to symbolize gang most likely because three members birthdays are coming up. and a 100 emoji to represent he's speaking the truth. He ed RIP_SAMEERE who is Trigga TriggalilSis's brother who was killed. TriggalilSis most likely wanted to share the memory as well as what people were saying about her on her timeline. 



'Choyces birthday needs to come up. I'm ready to tear it up because Trigga and My birthday is next'"	2017-06-26 13:33:36.850918	"[""RETWEET""	""REFLECT""]"	""	f	"[""Other""]"

378	832416784284262401	277626512	younggodumb	3	RT @DutchieDntSHOOT: 🔥🔥🗣 https://t.co/q7rCQFQUoy	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/832416784284262401	f	f	""	t	t	""	""	378	832416784284262401	William	This user is retweeting a quoted retweet from a fellow member in his gang but the tweet that he quoted has been deleted. The person quote tweeting the deleted tweet agree with the tweet.	"[""supply""	""repeat""]"	"[""pos_sentiment""]"	f	0.0	Not enough context to give a deeper understanding of threat level but nothing that is present suggests this is threatening.	This user is retweeting a quoted retweet from a fellow gang member of his. The tweet that is being quote retweeted as been deleted so that piece of vital contextual information is not available. The fellow gang member who quote retweeted included two flame emojis and a yelling emoji to symbolize that he completely agreed and liked the original tweet and wanted to reiterate his support of it.	2017-05-17 09:58:43.099764	"[""RETWEET""]"	""	f	"[""Other""]"

250	832416784284262401	277626512	younggodumb	3	RT @DutchieDntSHOOT: 🔥🔥🗣 https://t.co/q7rCQFQUoy	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/832416784284262401	f	f	""	t	t	""	""	250	832416784284262401	Ian	Person trying to promote something likely a song.	"[""supply""	""repeat""]"	"[""pos_sentiment""]"	f	0.0	Person is trying to promote something likely a song. Not threatening.	Person is trying to promote something.  It is assumed to be a song because cloutboyz_inc retweeted this tweet and the emojis show a person singing.  younggodumb the original tweeter likes the song and is trying to promote it. 3 likes 3 retweets 0 comments. The song cannot be accessed so these assumptions cannot be substantiated.  The link in the tweet is for a private twitter account.	2017-05-09 16:02:16.570756	"[""PROMO""]"	""	f	"[""Other""]"

940	832048383904870400	595521082	TaraBaybeee	14	RT @1BINLADEN_: Damn juju 😒🙏🏾	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/832048383904870400	f	f	""	t	f	""	""	940	832048383904870400	Ian	Mourning the death of Juju.	"[""supply""	""repeat""]"	"[""neg_sentiment""]"	f	0.0	Mourning tweet. Not threatening.	Retweet from 1binladen_ mourning the death of Juju. 14 retweets 8 likes 0 comments.	2017-06-04 19:39:06.407639	"[""LOSS""	""SAD""	""DEATH""	""RETWEET""]"	""	f	"[""Loss""	""Other""]"

852	832048383904870400	595521082	TaraBaybeee	14	RT @1BINLADEN_: Damn juju 😒🙏🏾	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/832048383904870400	f	f	""	t	f	""	""	852	832048383904870400	Kyle	This is a retweet from a prominent (likely) gang member who sends out a memorial message about missing Juju. TaraBaybeee retweets the message.	"[""supply""	""repeat""]"	"[""neg_sentiment""]"	f	0.0	this is about loss	TaraBaybeee retweets a message about the loss of Juju in her community from a man (1binladen_).	2017-05-31 11:55:13.591104	"[""LOSS""	""DEATH""	""RETWEET""]"	""	f	"[""Loss""	""Other""]"

1458	828614968346103809	2157364284	CAP600FUCK12	1	Do anything to get dem savages back to society 💯✅	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>"	http://twitter.com/statuses/828614968346103809	f	f	""	f	f	""	""	1458	828614968346103809	Chloe	I believe he's expressing that he would do anything to get his friends out of jail and back into society.	"[""supply""]"	""	f	0.0	This tweet is not threatening.	"I believe he is expressing that he would do anything to get his friends out of jail and back into society. Three of his friends 22 9 and d.rose were convicted of homicide and were sentenced to prison. He uses the term savage as a term of endearment for the young men. he includes a 100 emoji and check box emoji to express that he fully believes in what he is saying and wanted to share it on his timeline. 



'I'd do anything to get them back to society.'"	2017-06-17 17:57:52.489829	"[""LOSS""	""REFLECT""]"	""	f	"[""Loss""	""Other""]"

1848	828614968346103809	2157364284	CAP600FUCK12	1	Do anything to get dem savages back to society 💯✅	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>"	http://twitter.com/statuses/828614968346103809	f	f	""	f	f	""	""	1848	828614968346103809	Allison	I'm thinking the savages are friends that are locked up. Getting them back to society meaning wanting the friends to get out	"[""supply""]"	"[""pos_sentiment""	""notsure""]"	t	0.0	I'm not sure. The 100 and the check mark confirm statements.	-	2017-06-27 19:04:59.595142	"[""GEN""	""CONVO""]"	""	f	"[""Other""]"

318	830814476358320128	277626512	younggodumb	0	Be back real soon https://t.co/fEElEghxMq	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/830814476358320128	f	f	""	f	t	""	""	318	830814476358320128	William	this user is retweeting his fellow gang members post about being released from jail/prison is 6 months and how he is going to go crazy when he gets out. this user is expressing how soon that is and affirming that he is waiting.	"[""supply""	""repeat""]"	"[""pos_sentiment""]"	f	0.2	It is a low threat level but i am uncertain what 'go crazy' means in the tweet this user is retweeting. I am pretty sure it means party experience being out of prison but it also has the slight possibility it means get retribution for him being in prison.	this user is retweeting a person's post who is tweeting while incarcerated about being released from jail/prison in six months and how they are going to go crazy using two devil face emojis. It is unclear whether this means party live life or get retribution for being incarcerated. This user is expressing their anticipation of this fellow gang member being released.	2017-05-15 13:03:04.409462	"[""LOSS""	""RETWEET""]"	Incarceration/Jail	f	"[""Loss""	""Other""]"

335	830814476358320128	277626512	younggodumb	0	Be back real soon https://t.co/fEElEghxMq	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/830814476358320128	f	f	""	f	t	""	""	335	830814476358320128	Kyle	This tweet is from younggodumb talking about his friend washout being out of jail in 6 months. It seems like younggodumb is really excited about his friends upcoming release.	"[""supply""	""repeat""]"	"[""pos_sentiment""]"	f	0.0	This is about being excited about a friends release from jail.	Younggodumb is excited that his friend washout will be release from jail in 6 months. Based on this post and others it appears that younggodumb is really looking forward to cashout getting out of jail.	2017-05-15 14:12:28.643442	"[""PRIDE""	""GANG""]"	""	f	"[""Aggression""	""Other""]"

572	826078613086814208	595521082	TaraBaybeee	1	RT @DreadDrillinJay: Me every night 😩 https://t.co/RUM5zSlLSw	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/826078613086814208	f	f	""	t	t	""	""	572	826078613086814208	Kyle	This is a retweet of a post from dreaddrillinjay who agrees with TaraBaybeees previous post about staying up thinking about money. His message has an emoji indicating sadness or defeat which seems different in tone from the message TaraBaybeee originally tweeted which seemed more entrepreneurial and positive.	"[""supply""	""repeat""]"	""	f	0.0	This is a post about money.	This is a retweet of a retweet from dreaddrillinjay of TaraBaybeees original tweet about being up late thinking about money. While this is a retweet it appears that dreaddrillinjay has a different take from TaraBaybeee. Her original post didn't seem negative or like the process was a struggle. Dreaddrillinjay uses an emoji that seems to indicate a different emotional context. However this context is not talked about TaraBaybeee simply retweets that dreaddrillinjay retweeted her post.	2017-05-23 12:25:00.359477	"[""MONEY""	""GEN""	""RETWEET""]"	""	f	"[""Aggression""	""Other""]"

744	826078613086814208	595521082	TaraBaybeee	1	RT @DreadDrillinJay: Me every night 😩 https://t.co/RUM5zSlLSw	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	http://twitter.com/statuses/826078613086814208	f	f	""	t	t	""	""	744	826078613086814208	Ian	Retweet of person saying that they think about money every night.	"[""supply""	""repeat""]"	""	f	0.0	Person saying they think about money.  Not threatening.	tarabaybee. is saying they think about money every night.  This is a retweet from dreaddrillinjay who retweeted tarabaybeee.  1 retweet 1 like 0 comments.  This tweet seems to indicate that the person is worried about money due to the sad emoji after the tweet.	2017-05-30 11:47:33.193367	"[""MONEY""	""SAD""]"	""	f	"[""Aggression""	""Loss""]"

